"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito",Compras,"Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-08,"Los Ríos Region",5,6,1.2,CLP,8,"7 días tras clic o 1 día tras visualización",,16.66666667,8,1333.33333333,,,,2,,,,,,2025-07-08,2025-07-08
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-08,"Arica y Parinacota Region",1,1,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,5000,,,,,,,,,,2025-07-08,2025-07-08
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Coquimbo Region",1,1,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,4000,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Valparaíso Region",9,10,1.11111111,CLP,16,"7 días tras clic o 1 día tras visualización",,0,0,1600,,,,4,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Antofagasta Region",4,4,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,750,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Araucanía Region",8,8,1,CLP,7,"7 días tras clic o 1 día tras visualización",,12.5,7,875,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Atacama Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",3,3,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,1333.33333333,,,,,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Aysén Region",14,15,1.07142857,CLP,12,"7 días tras clic o 1 día tras visualización",1,6.66666667,12,800,,,,7,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"O'Higgins Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Los Lagos Region",12,12,1,CLP,15,"7 días tras clic o 1 día tras visualización",1,8.33333333,15,1250,,,,6,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Maule Region",6,6,1,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,1333.33333333,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Santiago Metropolitan Region",26,26,1,CLP,41,"7 días tras clic o 1 día tras visualización",1,7.69230769,20.5,1576.92307692,,,,17,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",49,50,1.02040816,CLP,37,"7 días tras clic o 1 día tras visualización",1,10,7.4,740,,,,20,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Arica y Parinacota Region",11,11,1,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,1181.81818182,,,,4,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Valparaíso Region",110,117,1.06363636,CLP,112,"7 días tras clic o 1 día tras visualización",4,5.12820513,18.66666667,957.26495726,,,,43,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Tarapacá Region",3,3,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",5,5,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1200,,,,1,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Araucanía Region",134,145,1.08208955,CLP,290,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.06896552,96.66666667,2000,,,,41,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Santiago Metropolitan Region",107,109,1.01869159,CLP,199,"7 días tras clic o 1 día tras visualización",3,7.33944954,24.875,1825.68807339,,,,51,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Aysén Region",3,3,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,2333.33333333,,,,1,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",56,58,1.03571429,CLP,43,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,741.37931034,,,,20,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",3382,3854,1.13956239,CLP,3873,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",61,3.29527763,30.49606299,1004.92994292,,,,1115,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",3,3,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,666.66666667,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",15,16,1.06666667,CLP,26,"7 días tras clic o 1 día tras visualización",,6.25,26,1625,,,,6,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Arica y Parinacota Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Valparaíso Region",26,28,1.07692308,CLP,37,"7 días tras clic o 1 día tras visualización",,0,0,1321.42857143,,,,12,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Antofagasta Region",10,11,1.1,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,1181.81818182,,,,7,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Maule Region",23,29,1.26086957,CLP,45,"7 días tras clic o 1 día tras visualización",1,10.34482759,15,1551.72413793,,,,10,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",18,21,1.16666667,CLP,46,"7 días tras clic o 1 día tras visualización",,4.76190476,46,2190.47619048,,,,9,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Atacama Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",31,33,1.06451613,CLP,42,"7 días tras clic o 1 día tras visualización",,0,0,1272.72727273,,,,13,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Coquimbo Region",12,15,1.25,CLP,20,"7 días tras clic o 1 día tras visualización",,0,0,1333.33333333,,,,5,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"O'Higgins Region",13,13,1,CLP,14,"7 días tras clic o 1 día tras visualización",,0,0,1076.92307692,,,,10,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Los Lagos Region",24,29,1.20833333,CLP,77,"7 días tras clic o 1 día tras visualización",,3.44827586,77,2655.17241379,,,,10,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-07,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Antofagasta Region",56,65,1.16071429,CLP,62,"7 días tras clic o 1 día tras visualización",1,4.61538462,20.66666667,953.84615385,,,,18,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",109,115,1.05504587,CLP,96,"7 días tras clic o 1 día tras visualización",1,2.60869565,32,834.7826087,,,,31,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Atacama Region",15,16,1.06666667,CLP,9,"7 días tras clic o 1 día tras visualización",1,12.5,4.5,562.5,,,,5,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Los Lagos Region",7,7,1,CLP,21,"7 días tras clic o 1 día tras visualización",,28.57142857,10.5,3000,,,,4,,,,,,2025-07-07,2025-07-07
"publico concepcion","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",56,62,1.10714286,CLP,65,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,3.22580645,32.5,1048.38709677,,,,12,,,,,,2025-07-07,2025-07-07
"publico valdivia","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",39,40,1.02564103,CLP,32,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,800,,,,12,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Valparaíso Region",3,3,1,CLP,15,"7 días tras clic o 1 día tras visualización",,33.33333333,15,5000,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Araucanía Region",4,4,1,CLP,13,"7 días tras clic o 1 día tras visualización",3,100,3.25,3250,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",4,4,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Coquimbo Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,1,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Maule Region",5,5,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,600,,,,1,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",933,1105,1.18435155,CLP,1724,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,1.35746606,114.93333333,1560.18099548,,,,288,,,,,,2025-07-07,2025-07-07
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Santiago Metropolitan Region",9,9,1,CLP,18,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,1,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Araucanía Region",57,59,1.03508772,CLP,66,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1118.6440678,,,,16,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-07-07,"Los Ríos Region",25,37,1.48,CLP,64,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1729.72972973,,,,5,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",156,163,1.04487179,CLP,172,"7 días tras clic o 1 día tras visualización",1,3.6809816,28.66666667,1055.21472393,,,,59,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-07-07,"Los Ríos Region",86,93,1.08139535,CLP,74,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.30107527,18.5,795.69892473,,,,29,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-07-07,"Araucanía Region",3467,3872,1.11681569,CLP,3998,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",36,2.7892562,37.01851852,1032.54132231,,,,1072,,,,,,2025-07-07,2025-07-07
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-07-07,"Araucanía Region",16,16,1,CLP,12,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.25,12,750,,,,8,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-07-07,"Araucanía Region",1854,2285,1.23247033,CLP,3961,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17,1.96936543,88.02222222,1733.47921225,,,,431,,,,,,2025-07-07,2025-07-07
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",12,13,1.08333333,CLP,12,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,923.07692308,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Tarapacá Region",15,16,1.06666667,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,812.5,,,,5,,,,,,2025-07-07,2025-07-07
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",211,237,1.12322275,CLP,296,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.9535865,42.28571429,1248.94514768,,,,92,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Coquimbo Region",45,49,1.08888889,CLP,41,"7 días tras clic o 1 día tras visualización",,6.12244898,13.66666667,836.73469388,,,,19,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Los Lagos Region",146,176,1.20547945,CLP,131,"7 días tras clic o 1 día tras visualización",2,4.54545455,16.375,744.31818182,,,,55,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Magallanes y la Antártica Chilena Region",22,24,1.09090909,CLP,7,"7 días tras clic o 1 día tras visualización",,4.16666667,7,291.66666667,,,,2,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Maule Region",77,84,1.09090909,CLP,64,"7 días tras clic o 1 día tras visualización",1,3.57142857,21.33333333,761.9047619,,,,16,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Santiago Metropolitan Region",475,502,1.05684211,CLP,508,"7 días tras clic o 1 día tras visualización",9,3.98406375,25.4,1011.95219124,,,,150,,,,,,2025-07-07,2025-07-07
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"O'Higgins Region",45,47,1.04444444,CLP,41,"7 días tras clic o 1 día tras visualización",,6.38297872,13.66666667,872.34042553,,,,18,,,,,,2025-07-07,2025-07-07
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",142,149,1.04929577,CLP,232,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.01342282,77.33333333,1557.04697987,,,,53,,,,,,2025-07-07,2025-07-07
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",147,149,1.01360544,CLP,203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.01342282,67.66666667,1362.41610738,,,,68,,,,,,2025-07-07,2025-07-07
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Araucanía Region",1973,2124,1.0765332,CLP,1512,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",42,4.80225989,14.82352941,711.86440678,,,,709,,,,,,2025-07-07,2025-07-07
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",1921,2059,1.07183758,CLP,1664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",31,3.108305,26,808.15930063,,,,705,,,,,,2025-07-07,2025-07-07
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",165,168,1.01818182,CLP,212,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.97619048,42.4,1261.9047619,,,,75,,,,,,2025-07-07,2025-07-07
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-07-07,"Los Ríos Region",146,151,1.03424658,CLP,178,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.64900662,44.5,1178.80794702,,,,52,,,,,,2025-07-07,2025-07-07
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-07-07,"Bío Bío Region",1288,1375,1.06754658,CLP,1074,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",24,4.14545455,18.84210526,781.09090909,,,,451,,,,,,2025-07-07,2025-07-07
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-07-07,"Araucanía Region",281,317,1.12811388,CLP,580,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,3.15457413,58,1829.65299685,,,,124,,,,,,2025-07-07,2025-07-07
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-06,"Araucanía Region",22,24,1.09090909,CLP,41,"7 días tras clic o 1 día tras visualización",1,8.33333333,20.5,1708.33333333,,,,3,,,,,,2025-07-06,2025-07-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-06,"Atacama Region",5,5,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1200,,,,3,,,,,,2025-07-06,2025-07-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-06,"Bío Bío Region",33,37,1.12121212,CLP,43,"7 días tras clic o 1 día tras visualización",,0,0,1162.16216216,,,,10,,,,,,2025-07-06,2025-07-06
